,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
182,,乐儿和果果,Leer and Guoguo,['ONA'],Unknown,Currently Airing,"Sep 4, 2020 to ?",,,"None found,","None found,","None found,",Original,"['Comedy', 'Romance']",,20 sec.,PG-13 - Teens 13 or older,[],#17139,#22153,161,6,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Leer he Guoguo,,,,,,,
183,,獭獭突然想到,Tata's Rainbow Brainstorm,['ONA'],12,Finished Airing,"Jul 8, 2020 to Sep 23, 2020",,,"None found,","None found,","None found,",Unknown,,,3 min. per ep.,G - All Ages,[],#14643,#22652,142,0,,"We follow Tata in his ""what if"" stories along with Shaka, his chameleon friend.","['Sequel (ONA) Tata Tu Ran Xiang Dao 2', '']",Tata Tu Ran Xiang Dao,,,,['Kids'],['Anthropomorphic'],['Comedy'],
184,Peak Games,,,['ONA'],5,Finished Airing,"Aug 28, 2020 to Dec 31, 2021",,,"None found,","None found,",['VCRWORKS'],Game,,,1 min. per ep.,G - All Ages,[],#14853,#22655,142,0,,"Bruno, Cooper, and Wally's first mystical adventure. (Source: Vimeo)",[],Toon Blast,,,,,,['Adventure'],
185,,阿衰 第三季,,['ONA'],34,Finished Airing,"Jul 11, 2020 to Feb 13, 2021",,,"None found,","None found,","None found,",['Manga'],,,3 min. per ep.,G - All Ages,[],#19181,#22681,141,0,,Third season of Ashuai.,"['Prequel (ONA) Ashuai 2nd Season', 'Sequel (ONA) Ashuai 4th Season']",Ashuai 3rd Season,,,,['Kids'],['School'],['Comedy'],
186,,凹凸学园 第二季,,['ONA'],20,Finished Airing,"Jul 23, 2020 to Dec 24, 2020",,,"None found,","None found,",['7doc'],['Web manga'],"['Comedy', 'Fantasy']",,7 min. per ep.,PG-13 - Teens 13 or older,[],#19149,#22784,137,0,,The second season of AOTU Xueyuan.,"['Prequel (ONA) AOTU Xueyuan', 'Sequel (ONA) AOTU Xueyuan 3rd Season']",AOTU Xueyuan 2nd Season,,,,,['School'],,
187,,我是王者,,['ONA'],24,Finished Airing,"Jul 11, 2020 to Sep 12, 2020",,,"None found,","None found,","None found,",Game,,,2 min. per ep.,PG - Children,[],#15212,#23038,129,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo Shi Wangzhe,,,,['Kids'],,,
188,Bie Re Liumang Tu Ma Xiu Third Season,别惹流氓兔马修 第3季,Mashimaro 3,['ONA'],70,Finished Airing,"Jul 22, 2020 to Nov 18, 2020",,,"None found,","None found,","None found,",Original,,,3 min. per ep.,PG - Children,[],#19466,#23403,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Bie Re Liumang Tu Ma Xiu 2', '']",Bie Re Liumang Tu Ma Xiu 3,,,,['Kids'],['Anthropomorphic'],['Comedy'],
189,,つむりん　ころころやまのだいぼうけん,Tsumurin: Adventure of the Korokoro Mountain,['ONA'],2,Finished Airing,"Jul 16, 2020 to Sep 1, 2020",,,"None found,","None found,","None found,",Original,,,5 min. per ep.,G - All Ages,[],#14893,#23435,119,0,,This is an animation in which the character Tsumurin rolls around. Let's Rolling Ball! (Source: YouTube),"['Sequel (ONA) Tsumurin: Funkoro Yakata ni Okurimono', '']",Tsumurin: Korokoro Yamu no Daibouken,,,,,,['Adventure'],
190,ORANGEBACK + HOO-D - Pilot Short Animation,,,['ONA'],1,Finished Airing,"Sep 17, 2020",,,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,4 min.,PG-13 - Teens 13 or older,[],#18231,#23567,116,0,,Pilot film for an original series project involving the animator Seo-Ro Oh (Osro) and Dalgona Entertainment. It was released on Seo-Ro Oh's official YouTube channel.,[],Orangeback + Hoo-D Pilot,,,,,['Mecha'],,
191,,マタタビムービーラボ,,['ONA'],Unknown,Currently Airing,"Aug 1, 2020 to ?",,,"None found,","None found,","None found,",Original,,"['Anthropomorphic', 'Gag Humor']",9 min.,PG-13 - Teens 13 or older,[],#17434,#23800,110,0,,A web series created by Karameru that compiles several of his shorts plus new animation sketches.,"['Sequel (ONA) Umi no Jiken Jiko wa 118-ban', '']",Matatabi Movie Labo,,,,,,['Comedy'],
192,"ディア・スクワッド, 無敵鹿戰隊",无敌鹿战队,Deer Squad,['ONA'],40,Finished Airing,"Jul 15, 2020 to ?",,,['iQIYI'],"None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#15256,#24223,103,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Wudi Lu Zhandui 2nd Season', '']",Wudi Lu Zhandui,,,,['Kids'],['Anthropomorphic'],['Fantasy'],
193,,吃鸡大作战 第3季,,['ONA'],24,Finished Airing,"Jul 3, 2020 to Nov 27, 2020",,,"None found,","None found,","None found,",Game,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#19778,#24444,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Chi Ji Da Zuozhan 2nd Season', '']",Chi Ji Da Zuozhan 3rd Season,,,,,['Parody'],['Comedy'],
194,Team Blocks,布鲁可战队之源星石守卫,,['ONA'],20,Finished Airing,"Sep 30, 2020 to ?",,,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#19575,#24756,94,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bu Lu Ke Zhandui: Yuan Xing Shi Shouwei,,,,['Kids'],,['Fantasy'],
195,,名探偵GJ8マン 消えた三味線,Great Detective GJ8man: The Vanished Samisen,['ONA'],2,Finished Airing,"Aug 8, 2020 to Aug 18, 2020",,,"None found,","None found,",['LIGHTAIR Inc.'],Original,,,4 min. per ep.,G - All Ages,[],#17501,#27018,67,0,,A special two-part detective spinoff of GJ8man.,[],Meitantei GJ8man: Kieta Shamisen,,,,,['Detective'],['Comedy'],
196,,뽀로로와 루피의 모험,Pororo and Loopy's Adventure,['ONA'],1,Finished Airing,"Sep 26, 2020",,,"None found,","None found,","None found,",Original,,,22 min.,G - All Ages,[],#18487,#27283,65,0,,"Oh, no!! Pororo's friends are taken by the Giant!! However, Pororo and Loopy continue fighting because they are so different! Can Pororo and Loopy finish their adventure and successfully save their friends? (Source: Amazon Prime)",[],Pororo Loopy Moheom,,,,['Kids'],['Anthropomorphic'],['Adventure'],
197,,彼女は歌う、だから僕は。,"She Sings, as If It were Destiny",['ONA'],1,Finished Airing,"Jul 30, 2020",,,['Avex Technologies'],"None found,","None found,",Original,,,6 min.,PG-13 - Teens 13 or older,[],#16675,#27614,58,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],"Kanojo wa Utau, Dakara Boku wa.",,,,,['Music'],,
198,"TenSura OVA, That Time I Got Reincarnated as a Slime OVA, Tensei shitara Slime Datta Ken Gaiden, That Time I Got Reincarnated as a Slime Extra",転生したらスライムだった件 OVA,That Time I Got Reincarnated as a Slime OAD,['OVA'],5,Finished Airing,"Jul 9, 2019 to Nov 27, 2020",,,"None found,","None found,",['8bit'],['Manga'],"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",23 min. per ep.,PG-13 - Teens 13 or older,7.48,#2029,#1033,"248,085",524,125093,"One day, Shuna and Shion are fighting over Rimuru's squishy slime body as usual. Rimuru figures that giving them each a body double of himself would solve the conflict, but when he imagines some of his other friends asking him to do the same for them, he quickly drops that plan. Then he comes up with the idea to make a cushion in the shape of his slime form. He travels around Tempest to see if his friends know of any good materials he can use, and he learns that a special type of sand found along a lake shore in the forest is exactly what he's looking for. So he sets out to collect some sand... but a monster is waiting for him by the lake! What's more, Milim hears about his plan for a picnic and comes racing down from the sky! (Source: Crunchyroll)",[],Tensei shitara Slime Datta Ken OVA,That Time I Got Reincarnated As A Slim OAD,That Time I Got Reincarnated as a Slime OAD,"Moi, Quand Je Me Réincarne en Slime OAD",,,,
199,"Ore wo Suki nano wa Omae dake ka yo Kanketsu-hen, Ore wo Suki nano wa Omae dake ka yo Episode 13, Oresuki OVA",俺を好きなのはお前だけかよ  ～俺たちのゲームセット～,ORESUKI Are you the only one who loves me? - Our Playball / Our End Run / Our Game,['OVA'],1,Finished Airing,"Sep 2, 2020",,,"['Barnum Studio', 'Kadokawa']",['Aniplex of America'],['Connect'],['Light novel'],"['Comedy', 'Romance']",,1 hr. 10 min.,PG-13 - Teens 13 or older,7.56,#1721,#1853,"127,586",309,68172,"The original video anime episode will serve as the final chapter to the television series, focusing on the rivalry between the ""the protagonist"" Amatsuyu Kisaragi (Jouro) and Yasuo Hazuki (Hose), ""the background character."" (Source: MAL News)","['Prequel (TV) Ore wo Suki nano wa Omae dake ka yo', '']",Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,,,,['School'],,
200,Strike the Blood Fourth,ストライク・ザ・ブラッド IV,,['OVA'],12,Finished Airing,"Apr 8, 2020 to Jun 30, 2021",,,"['Movic', 'Magic Capsule', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Kadokawa']","None found,",['Connect'],['Light novel'],"['Action', 'Fantasy', 'Ecchi']","['Harem', 'School', 'Urban Fantasy', 'Vampire']",25 min. per ep.,R+ - Mild Nudity,6.94,#4632,#2339,"91,352",184,27918,Fourth season of Strike the Blood.,"['Prequel (OVA) Strike the Blood III', 'Sequel (OVA) Strike the Blood Final', 'Adaptation (Manga) Strike the Blood', 'Adaptation (Light Novel) Strike the Blood']",Strike the Blood IV,,,,,,,
201,"Seitokai Yakuindomo 2 OVA, Seitokai Yakuindomo* OAD, Seitokai Yakuindomo 2 OAD, SYD* OVA, SYD 2 OVA",生徒会役員共＊ OAD,,['OVA'],10,Finished Airing,"May 16, 2014 to Sep 17, 2020",,,['Starchild Records'],"None found,",['GoHands'],['4-koma manga'],,"['Gag Humor', 'School']",25 min. per ep.,R - 17+ (violence & profanity),7.85,#919,#2495,"82,279",97,34014,OVAs of Seitokai Yakuindomo* which were either bundled with the limited editions of the manga volumes or as standalone OVAs.,"['Prequel (TV) Seitokai Yakuindomo*', 'Adaptation (Manga) Seitokai Yakuindomo']",Seitokai Yakuindomo* OVA,,,,['Shounen'],,['Comedy'],
202,Welcome! To The Forest of Lewd Elves,OVAようこそ！スケベエルフの森へ,,['OVA'],4,Finished Airing,"Feb 2, 2018 to Aug 7, 2020",,,['Lune-Pictures'],"None found,",['T-Rex'],Visual novel,"['Fantasy', 'Hentai']",,16 min. per ep.,Rx - Hentai,7.60,N/A,#4337,"29,238",403,12998,"Alfheim, a world of elves where women only exist. The world Shrine, the source of all the elves' magical power, has started to fade and the race was in danger of extinction. Then there is a prophecy that a man from another world is destined to be the savior of the elven race. And it was not too long the hero is now brought to the world of Elves... The elves ruled they must survive by child-making with the hero. But many of the other elves refused this vulgar decision and so the elves divided into groups: Those who disdain child-making with a man and those who choose to accept the fact. But those who accepted have discovered something: It turns out if they have sex with the hero and acquire semen into their bodies, their magic powers increases. So they proceed to milk him dry... (Source: DLsite)","['Adaptation (Light Novel) Youkoso! Sukebe Elf no Mori e', '']",Youkoso! Sukebe Elf no Mori e,,,,,['Harem'],,
203,Tales of A Harem in Another World,異世界ハーレム物語,,['OVA'],4,Finished Airing,"Jul 31, 2020 to Dec 25, 2020",,,"None found,","None found,",['Majin'],['Manga'],"['Fantasy', 'Hentai']","['Harem', 'Isekai']",16 min. per ep.,Rx - Hentai,7.45,N/A,#4619,"25,607",292,11188,"A 16-year-old named Naoki Oikawa is addicted to masturbating. One day, while pleasuring himself as usual, his erotic magazine begins to glow and Naoki suddenly finds himself in a fantastic world. He appears among three female adventurers who later present themselves as the swordswoman Filia Shiora, the priestess Tiane Rutheim, and the elf Llusse. They explain to Naoki that the world is in danger of destruction due to the resurrection of the Demon King, and the only way to save it is for him to use his special power—feeding his semen to the three girls so as to increase their strength exponentially. Of course, the young hero agrees to join the party, and his erotic quest begins. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Isekai Harem Monogatari', '']",Isekai Harem Monogatari,,,,,,,
204,,ゴールデンカムイ OAD,,['OVA'],3,Finished Airing,"Mar 19, 2019 to Sep 18, 2020",,,"None found,","None found,",['Geno Studio'],['Manga'],"['Action', 'Adventure']","['Adult Cast', 'Historical', 'Military']",22 min. per ep.,R - 17+ (violence & profanity),7.51,#1928,#4697,"24,556",17,10195,1. Koi wo Shita kara Datsugoku Suru Koto ni Shita/Kyoufu no Moudoku Dai Shitou! Hokkaido Ouchi ni Kyodai Hebi wa Sonzai Shita! (Love Made Me Escape from Prison/The Terrifying Battle of Deadly Poison! A Massive Snake Deep in the Hokkaido Wilderness!) 2. Monster 3. Shiton Doubutsuki,"['Adaptation (Manga) Golden Kamuy', '']",Golden Kamuy 2nd Season OVA,,,,['Seinen'],,,
205,,思春期セックス,,['OVA'],4,Finished Airing,"Jun 7, 2019 to Feb 5, 2021",,,['Mary Jane'],"None found,",['Studio 1st'],['Manga'],,,16 min. per ep.,Rx - Hentai,7.16,N/A,#5760,"14,729",70,6004,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shishunki Sex', '']",Shishunki Sex,,,,,,['Hentai'],
206,Living with Succubus The Animation,サキュバステードライフ THE ANIMATION,,['OVA'],2,Finished Airing,"Aug 28, 2020 to Dec 23, 2020",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,,25 min. per ep.,Rx - Hentai,7.12,N/A,#6357,"11,419",92,4435,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Doujinshi) Succubus Stayed Life', '']",Succubus Stayed Life The Animation,,,,,['School'],['Hentai'],
207,,村又さんの秘密,,['OVA'],2,Finished Airing,"Jul 17, 2020 to Sep 25, 2020",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,19 min. per ep.,Rx - Hentai,6.71,N/A,#6583,"10,511",53,4907,"The kind-spirited Muramata holds a secret that no one at her workplace knows. Following yet another mistake made by her subordinate Kaji, the two head off from work to spend a stress-free night out drinking. Due to their usual lounge being closed for the night, at Muramata's suggestion, the office pair head over to her apartment. While in the comfort of her own home, Muramata reveals to Kaji her ""youthful foolishness,"" and the two discover the pleasures that Muramata's secret holds. Wrapped in lust, the duo inch closer towards realizing how powerful a connection can be made through a shared confidence. Can Kaji keep this classified information between the two of them, or will word spread around the office like wildfire? [Written by MAL Rewrite]","['Adaptation (Manga) Muramata-san no Himitsu', '']",Muramata-san no Himitsu,,,,,,['Hentai'],
208,,色欲INFINITE,,['OVA'],2,Finished Airing,"Aug 28, 2020 to Oct 23, 2020",,,"['Queen Bee', 'Mediabank']","None found,",['Blue bread'],['Manga'],,,20 min. per ep.,Rx - Hentai,6.64,N/A,#7015,"9,052",61,3869,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (Manga) Shikiyoku Infinite', '']",Shikiyoku Infinite,,,,,,['Hentai'],
209,,浮気と本気 THE ANIMATION,,['OVA'],1,Finished Airing,"Sep 26, 2020",,,['Pink Pineapple'],"None found,",['Seven'],['Manga'],,,16 min.,Rx - Hentai,6.62,N/A,#7608,"7,354",26,3363,"Keita Sasahara's friend, Mika Kuramoto, introduced him to a close friend of hers named Riko, and they fell in love soon after. They became a happy couple, but two months into the relationship everything changed—Sasahara witnessed Riko shamelessly kissing another guy. That night, he goes drinking with Kuramoto and a couple of other friends, and ends up going to her apartment. On their way home, Kuramoto finds out that the guy kissing Riko was actually Shunpei, her own boyfriend, lending the night an unexpected twist. The two friends proceed to drink their grief away together—and, as the hours pass by, the sexual tension between them grows, resulting in an erotic and passionate evening. [Written by MAL Rewrite]",[],Uwaki to Honki The Animation,,,,,,['Hentai'],
210,,琥珀色のハンター THE ANIMATION,,['OVA'],2,Finished Airing,"Jul 31, 2020 to Feb 26, 2021",,,['Pink Pineapple'],"None found,",['Seven'],Visual novel,,,23 min. per ep.,Rx - Hentai,6.29,N/A,#7808,"6,906",35,2961,"Fame and fortune await those courageous enough to venture into the remote sectors of the planet. Largely uninhabited and covered by dense forests, these monster-infested regions are abundant in a mysterious ore called the Nova Stone. The coveted stone overflows with energy, and those successful in their hunt are bound to acquire obscene amounts of wealth. Yet the frontier remains a dreadful place. The only ones capable of staving off imminent devastation to human settlements are the hunters. Since their weapons, powered by Nova Stone, are capable of vanquishing the beasts, these brave souls are tasked with the protection of otherwise defenseless towns. Orphaned at a young age, Erika Amber was taken in by a huntress and raised as her successor. However, she is no ordinary human; her elven lineage has remained a mystery for Erika her entire life. Hoping to discover more about her ancestors, she ventures deep into the unexplored forests, leaving civilization behind. But before departing, she decides to visit Azul—the son of a recently deceased hunter—one last time. In a heart-to-heart talk, the boy reveals he admires the huntress and is deeply in love with her. As luck would have it, the feeling is mutual, and the memory of the passionate lovemaking that follows is likely to keep Erika warm during the long, chilly nights throughout her journey. [Written by MAL Rewrite]",[],Kohakuiro no Hunter The Animation,,,,,,['Hentai'],
211,,歌舞伎町シャーロック,Case File nº221: Kabukicho OVA,['OVA'],6,Finished Airing,"Aug 26, 2020",,,"None found,","None found,",['Production I.G'],Original,"['Comedy', 'Drama', 'Mystery']","['Adult Cast', 'Detective']",4 min. per ep.,PG-13 - Teens 13 or older,6.72,#5768,#7889,"6,741",16,1765,"A fun collection of six short side stories depicting the past and present of Sherlock, Watson, Moriarty, and the rest of the Row House as they go about their everyday lives in their home of Kabukicho.",[],Kabukichou Sherlock OVA,,,,,,,
212,,夏が終わるまで The Animation,Until The Summer Ends The Animation,['OVA'],2,Finished Airing,"Jul 31, 2020 to Sep 25, 2020",,,['Showten'],"None found,",['BreakBottle'],['Manga'],,,17 min. per ep.,Rx - Hentai,6.08,N/A,#7893,"6,737",30,2816,"Yui and Kou have been childhood friends for longer than anyone can remember. As they became adults they also became lovers. They couldn't keep their hands off of each other, having sex in just about any place imaginable, including at school. Unfortunately for them, the person in charge of the school cameras decided to blackmail them. Now Yui has no option other than to obey her teacher or he will let the videos go viral. However, she slowly becomes addicted to her teacher.","['Adaptation (Doujinshi) Natsu ga Owaru made', '']",Natsu ga Owaru made The Animation,,,,,,['Hentai'],
213,,王女＆女騎士Wド下品露出,,['OVA'],2,Finished Airing,"Aug 28, 2020 to Oct 23, 2020",,,['Mediabank'],"None found,",['Anime Antenna Iinkai'],Visual novel,"['Fantasy', 'Hentai']",,19 min. per ep.,Rx - Hentai,5.78,N/A,#8770,"5,198",20,2066,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (OVA) Zoku Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei', 'Adaptation (Light Novel) Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei']",Oujo & Onna Kishi W Do Gehin Roshutsu,,,,,,,
214,,彼女がヤツに抱かれたヒ,,['OVA'],Unknown,Currently Airing,"Aug 28, 2020 to ?",,,"None found,","None found,",['Nur'],Original,,,25 min.,Rx - Hentai,6.13,N/A,#8826,"5,120",23,1882,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Kanojo ga Yatsu ni Idakareta Hi,,,,,,['Hentai'],
215,Sotsugyou Chikan Densha,卒業○○電車,,['OVA'],4,Finished Airing,"Apr 24, 2020 to Oct 30, 2020",,,"None found,","None found,",['Suzuki Mirano'],['Manga'],,,16 min. per ep.,Rx - Hentai,5.20,N/A,#9677,"3,874",5,1559,"Based on the doujin CG by Ibukichi. Bunta is a 43-year-old man who does nothing but think about his hot teacher from Nakajima Nanoka high school with whom he had a secret relationship. After years, she accidentally meets a woman who looks a lot like her old teacher named Nakajima Kanoko that she is a high school teacher with the same surname. Bunta falls madly in love with Kanoko and does not want to wait until the latter disappears like her former teacher.",[],Sotsugyou ** Densha,,,,,,['Hentai'],
216,,装煌聖姫イースフィア ~淫虐の洗脳改造~,,['OVA'],2,Finished Airing,"Jul 17, 2020 to Jan 29, 2021",,,"['Mediabank', 'Gold Bear']","None found,",['Anime Antenna Iinkai'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.77,N/A,#10073,"3,405",9,1341,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Soukou Seiki Ysphere: Ingyaku no Sennou Kaizou,,,,,,['Hentai'],
217,Gekijouban Violet Evergarden,劇場版 ヴァイオレット・エヴァーガーデン,Violet Evergarden: The Movie,['Movie'],1,Finished Airing,"Sep 18, 2020",,,"['Shochiku', 'ABC Animation']",['Funimation'],['Kyoto Animation'],['Light novel'],"['Award Winning', 'Drama']",,2 hr. 20 min.,PG-13 - Teens 13 or older,8.85,#27,#340,"656,170","9,138",300801,"Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear. Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed. [Written by MAL Rewrite]","['Prequel (TV) Violet Evergarden', 'Adaptation (Light Novel) Violet Evergarden']",Violet Evergarden Movie,,Violet Evergarden: La película,Violet Evergarden: Le film,,,,
218,Fate/stay night Movie: Heaven's Feel 3,劇場版「Fate/stay night [Heaven's Feel] III.spring song」,Fate/stay night: Heaven's Feel - III. Spring Song,['Movie'],1,Finished Airing,"Aug 15, 2020",,,"['Aniplex', 'Notes', 'Kadokawa']",['Aniplex of America'],['ufotable'],Visual novel,"['Action', 'Fantasy']",,2 hr. 2 min.,R - 17+ (violence & profanity),8.65,#76,#673,"372,098","8,229",200749,"The Fifth Holy Grail War in Fuyuki City has reached a turning point in which the lives of all participants are threatened as the hidden enemy finally reveals itself. As Shirou Emiya, Rin Toosaka, and Illyasviel von Einzbern discover the true, corruptive nature of the shadow that has been rampaging throughout the city, they realize just how dire the situation is. In order to protect their beloved ones, the group must hold their own against the seemingly insurmountable enemy force—even if some of those foes were once their allies, or perhaps, something more intimate. As the final act of this chaotic war commences, the ideals Shirou believes will soon be challenged by an excruciating dilemma: is it really possible to save a world where everything seems to have gone wrong? [Written by MAL Rewrite]","[""Prequel (Movie) Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly"", ""Adaptation (Manga) Fate/stay night: Heaven's Feel""]",Fate/stay night Movie: Heaven's Feel - III. Spring Song,,,Fate/stay night: Heaven's Feel - III. Spring Song,,['Urban Fantasy'],,
219,Eiga Given,映画 ギヴン,given The Movie,['Movie'],1,Finished Airing,"Aug 22, 2020",,,['Blue Lynx'],['Crunchyroll'],['Lerche'],['Manga'],"['Boys Love', 'Drama']",,59 min.,PG-13 - Teens 13 or older,8.12,#495,#1031,"248,233","1,663",133979,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform. Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko's on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future. As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure. [Written by MAL Rewrite]","['Prequel (TV) Given', 'Sequel (Movie) Given Movie 2: Hiiragi Mix', 'Adaptation (Manga) Given', '']",Given Movie 1,Given Ohne Titel,,Given le Film,,['Music'],,
220,"L'étranger du plage, L'étranger de la plage, The Stranger by the Beach,  Umibe no Etranger",海辺のエトランゼ,The Stranger by the Shore,['Movie'],1,Finished Airing,"Sep 11, 2020",,,"['Shochiku', 'Half H.P Studio', 'Blue Lynx']",['Funimation'],['Studio Hibari'],['Manga'],,,58 min.,R+ - Mild Nudity,7.83,#975,#1347,"188,885","2,931",93765,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland. Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment? [Written by MAL Rewrite]","['Adaptation (Manga) Umibe no Étranger', '']",Umibe no Étranger,,,,,,['Boys Love'],
221,Date A Live Fragment: Date A Bullet,デート・ア・バレット デッド・オア・バレット,,['Movie'],1,Finished Airing,"Aug 14, 2020",,,['Nippon Columbia'],"None found,",['Geek Toys'],['Light novel'],"['Action', 'Fantasy', 'Sci-Fi']",,24 min.,PG-13 - Teens 13 or older,7.59,#1593,#2047,"112,301",588,48684,"Soon after falling into another world, Kurumi Tokisaki takes interest in a particular white cat. Much to Kurumi's disappointment, the two part ways. Kurumi later meets Hibiki Higoromo, a white haired quasi-spirit. Hibiki explains that they are at the center of a killing game between quasi-spirits. Within the Neighboring World, the spirits compete for a single wish to be granted to the lone survivor of the death-match. Understanding the rules of the game, Kurumi and Hibiki reach a compromise—a temporary alliance. [Written by MAL Rewrite]","['Sequel (Movie) Date A Bullet: Nightmare or Queen', 'Adaptation (Light Novel) Date A Live Fragment: Date A Bullet']",Date A Bullet: Dead or Bullet,,,,,['Isekai'],,
222,Attack on Titan: Chronicle,進撃の巨人 〜クロニクル〜,Attack on Titan: Chronicle,['Movie'],1,Finished Airing,"Jul 17, 2020",,,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprises']",['Funimation'],['Wit Studio'],['Manga'],"['Action', 'Drama', 'Suspense']","['Gore', 'Military', 'Survival']",2 hr.,R - 17+ (violence & profanity),7.80,#1050,#2324,"92,287",237,30526,The compilation film will recap the anime's 59 episodes from seasons one to three.,[],Shingeki no Kyojin: Chronicle,,,,['Shounen'],,,
223,"Love, Be Loved, Leave, Be Left, Furifura",思い、思われ、ふり、ふられ,"Love Me, Love Me Not",['Movie'],1,Finished Airing,"Sep 18, 2020",,,"None found,","None found,",['A-1 Pictures'],['Manga'],"['Drama', 'Romance']","['Love Polygon', 'School']",1 hr. 42 min.,PG-13 - Teens 13 or older,7.26,#3058,#2484,"82,967",327,24395,"Yuna Ichihara's spring break is far from pleasant, especially after she sends off her best friend Sacchan, who is moving away. But while heading home, the timid girl brightens up when she encounters a boy who looks exactly like her first love—a prince from a shoujo manga. Subsequently, she finds herself in a peculiar situation with the mature Akari Yamamoto, a new neighbor who immediately befriends her. Now attending the same high school together, Yuna shows interest in Akari's brother Rio—the same mysterious and handsome boy she met during spring break. Likewise, Akari is falling for Yuna's carefree childhood friend, Kazuomi Inui. However, love is not at anyone's fingertips, as the relationship between these four contrasting friends faces complications, preventing them from moving forward. To discover the truth between them, they will need to confront their own struggles and uncover secrets hidden among themselves. [Written by MAL Rewrite]","['Adaptation (Manga) Omoi, Omoware, Furi, Furare', '']","Omoi, Omoware, Furi, Furare",,,,['Shoujo'],,,
