,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,German,Spanish,Demographics,French
60,,헬로 카봇 시즌15,Hello Carbot Star Guardian,['TV'],26,Currently Airing,"Jun 30, 2024 to ?",['Summer 2024'],Unknown,"None found,","None found,","None found,",Original,['Action'],"['Mecha', 'Racing']",['Kids'],11 min. per ep.,PG - Children,[],#21128,#22463,154,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 14', '']",Hello Carbot Season 15,,,,,,
61,,메탈카드봇S,Metal Cardbot S,['TV'],26,Currently Airing,"Aug 26, 2024 to ?",['Summer 2024'],Tuesdays at 07:45 (JST),"None found,","None found,","None found,",Original,,,['Kids'],11 min. per ep.,PG - Children,[],#17716,#22733,143,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Metal Cardbot', '']",Metal Cardbot S,"['Action', 'Sci-Fi']",,,,,
62,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,493,122","234,353",1417519,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,"['Action', 'Adventure', 'Fantasy']",,,,,
63,Tensura 3,転生したらスライムだった件 第3期,That Time I Got Reincarnated as a Slime Season 3,['TV'],24,Finished Airing,"Apr 5, 2024 to Sep 27, 2024",['Spring 2024'],Fridays at 23:00 (JST),"['Kodansha', 'Nippon Television Network', 'BS11', 'Micro Magazine Publishing', 'Bandai Spirits', 'Sony Music Solutions', 'ADK Marketing Solutions', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']","None found,",['8bit'],['Manga'],,"['Isekai', 'Reincarnation']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.68,#1352,#615,"402,200","4,202",160252,"Rimuru Tempest is victorious following his climactic showdown with Demon Lord Clayman. With Diablo's aid, the war with the Falmuth Kingdom ends decisively in Rimuru's favor. Fueled by increased migration and the integration of Jura Forest, the nation of Tempest undergoes rapid growth. Rimuru's victory shifts the balance of power, giving rise to a renewed period of peace—but whether that peace will last is another matter. Yuuki Kagurazaka and Kazalim are conspiring with the Harlequin Alliance to bring about Rimuru's downfall. Furthermore, the Western Holy Church continues its intolerant crusade against Rimuru and his non-human subordinates. Both allies and enemies engage in a battle of wits, carefully advancing their agendas without shattering the delicate status quo. But once the first domino inevitably falls, the race to supremacy begins. [Written by MAL Rewrite]","['Prequel (TV) Tensei shitara Slime Datta Ken 2nd Season Part 2', 'Sequel (TV) Tensei shitara Slime Datta Ken 4th Season', 'Adaptation (Manga) Tensei shitara Slime Datta Ken', '']",Tensei shitara Slime Datta Ken 3rd Season,"['Action', 'Comedy', 'Fantasy']",,,,,
64,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#434,#703,"360,530","15,322",164220,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Case Closed,,,
65,My Hero Academia 7,僕のヒーローアカデミア 第7期,My Hero Academia Season 7,['TV'],21,Finished Airing,"May 4, 2024 to Oct 12, 2024",['Spring 2024'],Saturdays at 17:30 (JST),"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']","None found,",['Bones'],['Manga'],['Action'],"['School', 'Super Power']",['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.07,#558,#695,"362,404","2,666",135647,"Following an all-out battle with the Paranormal Liberation Front, it is difficult for the people of Japan to continue placing faith in their heroes. To combat the combined power of Tomura Shigaraki and All For One, All Might calls for his ally from the West—the strongest woman on the planet, Star and Stripe. However, All For One decides to intercept Star and her fleet to get his hands on her overpowered quirk before she can enter Japanese airspace. Although Endeavor, Hawks, and Best Jeanist are headed to the rendezvous point, Star makes a gamble in the present to save her comrades. [Written by MAL Rewrite]","['Prequel (TV) Boku no Hero Academia 6th Season', 'Sequel (TV) Boku no Hero Academia: Final Season', 'Adaptation (Manga) Boku no Hero Academia', '']",Boku no Hero Academia 7th Season,,,,,,
66,Spice and Wolf,狼と香辛料 MERCHANT MEETS THE WISE WOLF,Spice and Wolf: Merchant Meets the Wise Wolf,['TV'],25,Finished Airing,"Apr 2, 2024 to Sep 24, 2024",['Spring 2024'],Tuesdays at 01:30 (JST),"['TV Tokyo', 'Movic', 'TOHO animation', 'Good Smile Company', 'Kadokawa', 'Enishiya', 'Hayabusa Film']","None found,",['Passione'],['Light novel'],,,,23 min. per ep.,PG-13 - Teens 13 or older,8.11,#509,#1139,"228,171","1,830",68829,"With a cartload of fur pelts in tow, traveling merchant Kraft Lawrence stops by the village of Pasloe. According to local folklore, centuries ago, one of the villagers made a promise with the wolf deity Holo, who swore to bless Pasloe with bountiful harvests of wheat. Yet, as time passed, such stories became little more than relics of the past. After quickly finishing his business in the village, Lawrence sets out to his next destination. His journey, however, takes an unexpected turn when he discovers a nude, animal-eared girl sleeping among his pelts. Even more surprisingly, the youthful-looking woman claims to be Holo—the wolf of legend. Holo wishes to return to her hometown in the north, and though their first encounter is rocky, she convinces Lawrence to accompany her on her travels. In return, she vows to earn her keep, using her quick wits and lifetime of experience to help her newfound companion in his dealings. As they continue their journey, Lawrence and Holo take advantage of whatever economic opportunities they come across, often landing in situations that put both their business skills and their relationship to the test. [Written by MAL Rewrite]","['Sequel (TV) Ookami to Koushinryou: Merchant Meets the Wise Wolf 2nd Season', 'Adaptation (Manga) Ookami to Koushinryou', 'Adaptation (Light Novel) Ookami to Koushinryou', '']",Ookami to Koushinryou: Merchant Meets the Wise Wolf,"['Adventure', 'Drama', 'Romance', 'Supernatural']",['Adult Cast'],,,,
67,Mission of Yozakura Family,夜桜さんちの大作戦,Mission: Yozakura Family,['TV'],27,Finished Airing,"Apr 7, 2024 to Oct 6, 2024",['Spring 2024'],Sundays at 17:00 (JST),"['Pierrot', 'Mainichi Broadcasting System', 'NBCUniversal Entertainment Japan', 'Shueisha', 'JR East Marketing & Communications']","None found,",['SILVER LINK.'],['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.55,#1754,#1879,"125,981",609,35557,"After losing his entire family in a car crash, Taiyou Asano tries to pull away from his childhood friend, Mutsumi Yozakura, but she assures him she is not going anywhere. Nevertheless, Taiyou becomes socially awkward, struggling to make friends at school despite the efforts of his persistent classmates. One day, the vice principal calls Taiyou to his office, only to begin threatening the boy's life. Taiyou is swept away by a stranger and eventually awakens to Mutsumi, who introduces him to her siblings—a family of spies who harbor superhuman abilities. Every generation produces one ordinary human who becomes the family head. Mutsumi is one of these, and the family's mission is to protect her with their lives. The vice principal's real name is Kyoichiro Yozakura, and he is the eldest son of the family. As Kyouichiro believes that Taiyou is a threat to Mutsumi's life, the only way to keep both Taiyou and Mutsumi safe is for them to get married; the family has a rule that prevents them from killing within the Yozakura household. Though at first reluctant, Taiyou agrees in order to protect Mutsumi. Now he must train as a Yozakura spy to ward off the constant threats on the lives of both Mutsumi and himself. [Written by MAL Rewrite]","['Sequel (TV) Yozakura-san Chi no Daisakusen 2nd Season', 'Adaptation (Manga) Yozakura-san Chi no Daisakusen']",Yozakura-san Chi no Daisakusen,"['Action', 'Comedy']",,,,,
68,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],,,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2399,"87,966","1,328",42152,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,"['Comedy', 'Ecchi']",['School'],Shin Chan,Shin Chan,,
69,"Whispering You a Love Song, Sasakoi",ささやくように恋を唄う,Whisper Me a Love Song,['TV'],12,Finished Airing,"Apr 14, 2024 to Dec 29, 2024",['Spring 2024'],Sundays at 01:30 (JST),"['TV Asahi', 'NBCUniversal Entertainment Japan', 'Yomiuri TV Enterprise', 'Contents Seed', 'Ichijinsha', 'Live Viewing Japan', 'Bit grooove promotion', 'BS Asahi']",['Sentai Filmworks'],"['Yokohama Animation Laboratory', 'Cloud Hearts']",['Manga'],,,,23 min. per ep.,PG-13 - Teens 13 or older,6.67,#6080,#2408,"87,706",784,19322,"Himari Kino is a cheerful and outgoing girl who is able to make friends with anyone she wants. When she enrolls in high school and attends the freshman opening ceremony, Himari falls in love with Yori Asanagi, a reserved upperclassman, during Yori's band performance. After the show, Himari blurts out her love, but Yori is inexperienced when it comes to romance. Yori, who did not expect this outcome at all, looks for answers from her friends and music. She decides to respond to Himari's confession, and to her surprise, Yori discovers that Himari fell in love with her music and performance rather than Yori as a person. Despite the shock, Yori desires to make Himari truly fall in love with her. The duo spend time together after school on the rooftop, where Yori usually plays her guitar with hopes to change Himari's feelings for her. [Written by MAL Rewrite]","['Adaptation (Manga) Sasayaku You ni Koi wo Utau', '']",Sasayaku You ni Koi wo Utau,"['Drama', 'Girls Love']",['School'],,,,
70,,ザ・ファブル,The Fable,['TV'],25,Finished Airing,"Apr 7, 2024 to Sep 29, 2024",['Spring 2024'],Sundays at 00:55 (JST),"['VAP', 'Kodansha', 'Nippon Television Network', 'Audio Planning U']","None found,",['Tezuka Productions'],['Manga'],,"['Adult Cast', 'Organized Crime']",['Seinen'],22 min. per ep.,R - 17+ (violence & profanity),8.10,#528,#2612,"76,733",557,26664,"Fable, an assassin who works in organized crime, has been raised to the legendary status of a ruthless killer capable of murdering any man within six seconds. Six years after his debut, his boss fears that Fable has started to attract too much attention from the legal authorities, and he orders him to hide in Osaka for a year. Accompanied by his driver who assumes the identity of his sister, Fable is bound by a special condition: he must act as a civilian and not murder anyone lest he and his partner lose their lives. However, the seemingly well-deserved holiday soon takes a grim turn. Takeshi Ebihara, the second-in-command of the Osaka mafia that officially protects the assassin, sees Fable's presence as a threat and wants to remove him. Constantly monitored by the yakuza and regularly put in life-or-death situations, Fable has no other choice but to outwit Takeshi's schemes if he wants to stay alive. [Written by MAL Rewrite]","['Adaptation (Manga) The Fable', '']",The Fable,"['Comedy', 'Suspense']",,,,,
